#      BLOCK: ACTUAL_MEAN:    MEAN_AVE:       ERROR:
            1     0.506394     0.506394            0
            2     0.504443     0.505419  0.000975434
            3     0.508755     0.506531   0.00124642
            4     0.495046      0.50366   0.00300341
            5     0.496316     0.502191   0.00275126
            6     0.494172     0.500854    0.0026139
            7     0.519626     0.503536   0.00347441
            8     0.507667     0.504052   0.00305291
            9     0.499832     0.503583   0.00273295
           10     0.479892     0.501214   0.00340415
           11     0.487692     0.499985   0.00331548
           12     0.502079      0.50016   0.00303163
           13     0.504753     0.500513   0.00281098
           14       0.4978     0.500319   0.00260967
           15     0.496562     0.500069   0.00244235
           16     0.532399     0.502089   0.00305001
           17      0.49981     0.501955   0.00286812
           18     0.503297      0.50203   0.00270512
           19     0.509246      0.50241   0.00258682
           20     0.499007     0.502239   0.00245996
           21     0.501274     0.502193   0.00234034
           22     0.511763     0.502628   0.00227343
           23     0.486083     0.501909   0.00228835
           24     0.489628     0.501397   0.00224989
           25     0.503194     0.501469   0.00215921
           26      0.47795     0.500565   0.00226315
           27     0.496298     0.500407   0.00218344
           28     0.495048     0.500215    0.0021127
           29     0.499263     0.500182   0.00203881
           30     0.499007     0.500143   0.00197007
           31     0.490177     0.499822   0.00193239
           32     0.495444     0.499685   0.00187603
           33     0.501311     0.499734   0.00181896
           34     0.499129     0.499716   0.00176474
           35     0.516872     0.500207    0.0017823
           36     0.504343     0.500321   0.00173589
           37     0.503421     0.500405    0.0016904
           38     0.506827     0.500574   0.00165397
           39     0.495832     0.500453   0.00161558
           40     0.503214     0.500522   0.00157619
           41      0.51567     0.500891   0.00158104
           42     0.512824     0.501175   0.00156888
           43     0.508854     0.501354   0.00154233
           44      0.49667     0.501247   0.00151063
           45     0.490493     0.501008   0.00149589
           46     0.507583     0.501151   0.00146997
           47     0.503761     0.501207   0.00143943
           48     0.507306     0.501334   0.00141484
           49     0.494679     0.501198    0.0013923
           50     0.520449     0.501583   0.00141746
           51     0.501708     0.501586   0.00138939
           52     0.495162     0.501462     0.001368
           53     0.493983     0.501321   0.00134934
           54     0.507425     0.501434   0.00132893
           55     0.496111     0.501337   0.00130813
           56     0.498803     0.501292   0.00128536
           57     0.518368     0.501591   0.00129766
           58     0.517566     0.501867    0.0013045
           59     0.503198     0.501889   0.00128239
           60     0.502031     0.501892   0.00126084
           61     0.510872     0.502039   0.00124871
           62     0.517007      0.50228    0.0012519
           63      0.50619     0.502342   0.00123343
           64     0.498222     0.502278   0.00121571
           65     0.508099     0.502368   0.00120021
           66     0.508603     0.502462   0.00118565
           67     0.510104     0.502576   0.00117338
           68     0.481282     0.502263   0.00119766
           69     0.492337     0.502119   0.00118891
           70     0.499207     0.502078   0.00117254
           71     0.501181     0.502065   0.00115597
           72     0.471235     0.501637   0.00121758
           73     0.498296     0.501591   0.00120166
           74     0.501568     0.501591   0.00118531
           75     0.503942     0.501622   0.00116982
           76     0.492432     0.501501   0.00116064
           77     0.505474     0.501553   0.00114663
           78     0.511848     0.501685   0.00113951
           79     0.503865     0.501712   0.00112533
           80     0.516387     0.501896   0.00112621
           81     0.496154     0.501825   0.00111448
           82     0.481775      0.50158   0.00112763
           83     0.499685     0.501557   0.00111419
           84     0.486233     0.501375   0.00111586
           85     0.490011     0.501241   0.00111073
           86     0.497413     0.501197   0.00109864
           87     0.513333     0.501336   0.00109486
           88     0.505814     0.501387   0.00108355
           89     0.497363     0.501342   0.00107226
           90     0.503558     0.501367   0.00106056
           91     0.507477     0.501434   0.00105099
           92     0.492387     0.501335   0.00104414
           93     0.507029     0.501397   0.00103467
           94     0.498765     0.501369   0.00102399
           95     0.493712     0.501288   0.00101635
           96     0.500962     0.501285   0.00100571
           97     0.515827     0.501435   0.00100652
           98      0.48599     0.501277   0.00100858
           99     0.522354      0.50149   0.00102079
          100     0.496262     0.501438   0.00101189
